Date,LNT
2015-03-31,28.740828443926
2015-04-01,28.672397900011
2015-04-02,28.699770117577
2015-04-06,29.037360800887
2015-04-07,28.558346993488
2015-04-08,28.5218507034
2015-04-09,28.517288667139
2015-04-10,28.804696951579
2015-04-13,28.622215501141
2015-04-14,28.745390480186
2015-04-15,28.654149754968
2015-04-16,28.453420159486
2015-04-17,28.353055361746
2015-04-20,28.777324734013
2015-04-21,28.558346993488
2015-04-22,28.626777537402
2015-04-23,28.686084008794
2015-04-24,28.891375640537
2015-04-27,28.426047941921
2015-04-28,28.635901609924
2015-04-29,28.42419291914
2015-04-30,27.830488112377
2015-05-01,28.079015705906
2015-05-04,28.474818910415
2015-05-05,27.816681023848
2015-05-06,27.70162195277
2015-05-07,27.747645581201
2015-05-08,27.733838492671
2015-05-11,27.655598324338
2015-05-12,27.568153430319
2015-05-13,27.370251828065
2015-05-14,27.738440855515
2015-05-15,28.074413343063
2015-05-18,28.180267688455
2015-05-19,28.194074776984
2015-05-20,28.258507856788
2015-05-21,28.226291316886
2015-05-22,28.171062962768
2015-05-26,27.927137732083
2015-05-27,28.194074776984
2015-05-28,28.286122033846
2015-05-29,28.212484228356
2015-06-01,28.253905493945
2015-06-02,27.853499926593
2015-06-03,27.434684907868
2015-06-04,27.181554951496
2015-06-05,26.827173012576
2015-06-08,26.712113941498
2015-06-09,26.606259596106
2015-06-10,26.712113941498
2015-06-11,27.057291154732
2015-06-12,26.748932844243
2015-06-15,26.633873773165
2015-06-16,26.822570649733
2015-06-17,26.96524389787
2015-06-18,27.351842376692
2015-06-19,27.218373854241
2015-06-22,27.176952588653
2015-06-23,26.748932844243
2015-06-24,26.546428879145
2015-06-25,26.403755631008
2015-06-26,26.620066684635
2015-06-29,26.481995799341
2015-06-30,26.564838330518
2015-07-01,26.753535207086
2015-07-02,27.158543137281
2015-07-06,27.199964402869
2015-07-07,27.973161360514
2015-07-08,27.802873935318
